name,locations
"thunderstorm sprite","Flurry;Southwestern Ice Needles;Northeastern Ice Needles;West Flamerock;East Flamerock;The Cavern of the Second Cant"
"tideborn angel","Southern Entrenchment"
"tigerhawk","The East Val River Bank"
"Tikbalang","Blue Sky"
"timberman","Windspath Gardens"
"time bomb","Second Level"
"time grenade","Sapper Tunnel"
"tiny caterpillar","The Gensui Chain"
"tiny Gajasura","The Shroud of the Samgha"
"tiny mandragora","Summerford;Cedarwood;Middle La Noscea"
"Tioman","Sohm Al"
"tipsy sylph","Nine Ivies"
"tireless tulihand","Eil Tohm"
"Toari alligator","Pyariyoanaan Plain"
"toco toco","The Blue Window"
"t'ohsoq","The Xobr'it Cinderfield"
"t'ohts'on","The Xobr'it Cinderfield"
"Tokkapchi","Kingsloam"
"tolba","The Fields of Amber"
"tomahawk beak","Hammerlea"
"tomatl","The Citia Swamps"
"Tomato King","The Isles of Umbra"
"tomaton","The Glostfired Bank"
"tomeshifter imp","Middle Floors"
"tomewind","Astrology and Astromancy Camera"
"Tonawawtan outlaw","Sheshenewezi Springs"
"tonberry","The Wanderer's Palace"
"tonberry creeper","Bronze Lake"
"tonberry hexer","Bronze Lake"
"tonberry king","The Chantry"
"tonberry slasher","The Chantry"
"tonberry stalker","The Wanderer's Palace"
"tonberry wanderer","Bronze Lake"
"torbalan","Canal Town"
"torchlight","The Flock"
"torrent","The Heart of Water"
"tot aevis","Mithai Glorianda"
"towering oliphant","Gathering Hall"
"toxic battrap","East Shroud"
"Toxic Tamlyn","Upper La Noscea"
"toxic toad","The Unholy Heir"
"Tozol Huatotl","The Vortex"
"tracer antlion","Pike Falls"
"tragopan","The Split Hull"
"trained deathgaze","Witchdrop"
"training automaton","The Fold"
"training incendiary","Outer La Noscea"
"trancetoad","Silent Arbor"
"tranquillityite","Sinus Lacrimarum"
"traveling gourmand","The Val River Swale"
"treant","Snakemolt"
"treant sapling","Treespeak;Jadeite Thick;The Honey Yard;Peacegarden;Greentear"
"treasure coffer","Hullbreaker Isle"
"trenchtooth Sahagin","Sahagin Landbase"
"trilobite","The Norvrandt Slope"
"trimmer","Southern Mare Lamentorum"
"trinity avowed","The Vault of Singing Crystal"
"trinity seeker","The Theater of One"
"Tristitia","The Val River Source"
"Troian bishop","Troia Keep"
"Troian butler","Hydromantic Terraces"
"Troian equerry","Hydromantic Terraces"
"Troian footman","Troia Keep"
"Troian guard","Troia Keep"
"Troian hound","Troia Keep"
"Troian pawn","Carcere IV"
"Troian rider","Troia Keep"
"Troian scavenger","Carcere IV"
"Troian sentry","Carcere IV"
"Troian steward","Hydromantic Terraces"
"Troian trapper","Hydromantic Terraces"
"troll","Mornveil Forest"
"troll ruffian","Mornveil Forest"
"troodon","The Nabaath Mines"
"troveshell of the Red","The Isle of Bekko"
"truculent boar","Sylphlands"
"true griffin","Wightrock"
"true heart","Electrocution Gallery"
"truffle coeurl","The Gods' Grip"
"Truthspeaker Huibairten","The Smoldering Wastes"
"Tryptix Stumblemox","Skull Valley"
"Ttokrrone","Sandnest"
"tulichu","Chabayuqeq"
"tulidile","Solace"
"tumbleclaw","Yawtanane Grasslands"
"tunnel knocker","The Dragging Tail"
"Turali hawksbill","Pyariyoanaan Plain"
"Turali morbol","Miyakabek'zoma"
"Turali netzach","The Glostfired Bank"
"Turali ratel","Chabayuqeq"
"turned Sahagin","The Sultana's Lap"
"tursus","The Stone Vigil (Hard) (Zone)"
"Twintania","The Right Hand of Bahamut"
"ty'aitya","The Ut'ohmu Horizon"
"Tyger","Lakeland"
"typhoon sprite","The Val River Swale;Newvoid;Flurry;Northeastern Ice Needles;Bonfire;West Flamerock;The Cavern of the Second Cant;East Flamerock"
"tyrannosaur tyrant","Eil Tohm"
"Tyrant","Pharos Sirius (Zone)"
"Udumbara","The Fringes"
"ufiti","The Shroud of the Samgha"
"U'Ghamaro golem","U'Ghamaro Mines"
"U'Ghamaro guardian","U'Ghamaro Mines"
"U'Ghamaro patrolman","U'Ghamaro Mines"
"U'Ghamaro quarryman","U'Ghamaro Mines"
"U'Ghamaro roundsman","U'Ghamaro Mines"
"Ulhuadshi","Forgotten Springs"
"Ultima Garuda","Porta Decumana"
"Ultima Ifrit","Porta Decumana"
"Ultima Titan","Porta Decumana"
"unbound persona","Riversmeet"
"Unbound ravager","Gorgagne Holding"
"unbreakable urolith","Sleeping Stones"
"uncommon cactuar","Hammerlea"
"uncontrollable koja","The Swallow's Compass (Landmark)"
"undead gravekeeper","Blue Sky"
"undead serf","Blue Sky"
"undead warden","The Isle of the Dead"
"undead warrior","Blue Sky"
"Underkeep hornfly","Service Route;Sediment Trough"
"Underkeep myrmecoleon","Sediment Trough"
"Undertaker","Drybone"
"undine","Timh Gyeus"
"Unei's clone","Syrcus Tower"
"unfound ogre","The East Val River Bank"
"unholy grimoire","Snowcloak (Landmark);Twinpools"
"unified Ea","Ostrakon Tria"
"Unktehi","Lower La Noscea"
"Unrest","| Duty         ="
"unsightly buffalo","Bloodshore;Raincatcher Gully"
"unspeaking swordsman","The Ogre's Belly"
"unstoppable aevis","Skyfire Locks"
"unstoppable dragonfly","Skyfire Locks"
"unstoppable wyvern","Skyfire Locks"
"u'out","Uyuypoga"
"upland iguana","Scree"
"upland mylodon","Landlord Colony"
"urolith sentinel","Salvation"
"urstrix","High-level Incubation Bay"
"ü-u-ü-u","Labyrinthos"
"Vajrakumara","Thavnair"
"vajralangula","The Perfumed Rise"
"Val antelope","The West Val River Bank"
"Val antlion","Uncanny Valley (Area)"
"Val bear","The Val River Swale"
"Val biast","The Orchard"
"Val biloko","The Val River Swale"
"Val bloodglider","East Flamerock"
"Val chigoe","The Val River Source"
"Val gigantopithecus","East Flamerock"
"Val hornbill","East Flamerock"
"Val icetrap","Flurry"
"Val imp","The Val River Swale"
"Val leshy","The Orchard"
"Val mammoth","Northeastern Ice Needles"
"Val mantis","The Val River Source"
"Val minotaur","East Flamerock"
"Val mole","The East Val River Bank"
"Val nanka","The Val River Source"
"Val Nullchu","The West Val River Bank"
"Val revenant","Heartbreak Holt"
"Val specter","Newvoid"
"Val tulihand","The Val River Source"
"Val wraith","Northeastern Ice Needles"
"Val yeti","Southwestern Ice Needles"
"valar","Pools of Demise"
"Valbol","Heartbreak Holt"
"Vale banemite","The Aurum Vale"
"Vale bat","The Aurum Vale"
"Vale diremite","The Aurum Vale"
"Vale wasp","The Aurum Vale"
"valefor","Pools of Folly;Walk of Lament"
"Valia Pira","Chamber of Patience"
"Valiant","IC-01 Control"
"Valin","The Shroud of the Samgha"
"Valking","Southwestern Ice Needles"
"valras","The Perfumed Rise"
"vampire bat","The Exarch Gate;The Bridges;The Forest of the Lost Shepherd;Fort Jobb"
"vampire cup","Lake Tusi Mek'ta"
"vampire vine","The Citia Swamps"
"vanara","Rhotano Sea;The Glittering Basin"
"vangob scrap","Life Support"
"vanguard prototype","Raubahn's Push"
"Vapula","The Northern Plateau"
"Varis yae Galvus","Transmission Control;Transmission Control (Zone)"
"vassago","Walk of Fire"
"vawtsaral br'aax","The Ut'ohmu Horizon"
"veiled gigaworm","The Blacklands"
"Velodyna ant","Virdjala"
"Velodyna pugil","The Striped Hills"
"Velodyna sarcosuchus","The Striped Hills"
"Velodyna toad","The Wishbone"
"velveteen ant","Saint Mocianne's Arboretum"
"Venat's phantom","Elpis"
"vengeful archaeornis","Red Rim"
"vengeful wadjet","Twinpools"
"vengeful wyvern","Twinpools"
"vepar","Loch Seld"
"Vergilia van Corculum","Magna Glacies"
"Veri Selen","Twinpools"
"vesper bat","Heartbreak Holt"
"vicegerent to the Warden","The Sunken Temple of Qarn (Hard) (Zone)"
"vicegerent's head","The Sunken Temple of Qarn (Hard) (Zone)"
"vicegerent's left hand","The Sunken Temple of Qarn (Hard) (Zone)"
"vicegerent's right hand","The Sunken Temple of Qarn (Hard) (Zone)"
"Vigil heir","The Stone Vigil (Hard)"
"Vigilia","Southern Entrenchment"
"vindthurs","Coerthas Western Highlands"
"vinegaroon","Mourn"
"vinegaroon ambusher","Zenith"
"vinegaroon executioner","The Southern Plateau"
"violent gomphotherium","Everkeep Ward"
"violet back","Runstop Frontblock;Mudstop Watergush"
"violet bombfish","Shisui Temple"
"violet coralshell","Sogyoku Piscary"
"violet shark","Shisui Temple"
"violet tatsunoko","Shisui Temple"
"violet triffid","The Forest of the Lost Shepherd"
"virago","Drybone;North Silvertear"
"Vishap","Steps of Faith"
"visitant arch demon","The Eblan Rime"
"visitant Arioch","Restricted Access"
"visitant blackguard","The Eblan Rime;Via Varis;Cardo VI"
"visitant bloodguard","Tyrannis"
"visitant dahak","The Eblan Rime"
"visitant gnat","the Eblan Rime"
"visitant hellhound","Dock I"
"visitant jester","Restricted Access"
"visitant longfingers","Transeptimum;Cardo VI"
"visitant monk","Fons Manalis"
"visitant ogre","The Eblan Rime"
"visitant persona","The Eblan Rime;Transeptimum;Cardo VI"
"visitant satana","Fons Manalis"
"visitant succubus","Dock I"
"visitant taurus","The Eblan Rime;Lar;Transeptimum"
"visitant trapper","the Eblan Rime;North Eblan Timberland"
"visitant troubadour","Dock I"
"visitant vodoriga","Vicus Messorum;Via Varis"
"visitant voidskipper","The Eblan Rime"
"vivid gastornis","The West Val River Bank"
"Viy","Old Bozja"
"Vochstein","The Peaks"
"vodoriga biblioclast","School of Fantastics"
"vodoriga cur","Nine Ivies;Rootslake"
"vodoriga sleeper","Second Floor (Amdapor Keep)"
"vodoriga slicer","Amdapor Keep (Hard) (Zone)"
"vodoriga usher","Greenwood Altar (Hard)"
"Vodyanoi","The Unholy Heir"
"Vogaal Ja","Middle La Noscea"
"void crack","The Orchard"
"void dross","Thal's Respite"
"void echo","Urth's Gift"
"void fire","Control Gates"
"void garm","The Orchard"
"void herald","Thal's Respite"
"void hound","Lower La Noscea"
"void jumper","Drybone;The Gods' Grip;Bluefog"
"void lantern","Nald's Reflection"
"void mine","Bloodshore;Raincatcher Gully;Rootslake;Drybone;Broken Water"
"void slave","Highbridge;Bluefog"
"void soulcounter","The Tam-Tara Deepcroft"
"void spark","Newvoid"
"void syrup","Amdapor Keep (Hard) (Zone)"
"void trumpeter","Nald's Reflection"
"void tyrant","Urth's Gift"
"void vouivre","The West Val River Bank"
"void warrior","Moondrip"
"void wyvern","The East Val River Bank"
"voidcluster","The Eblan Rime"
"voidcrystal","The Eblan Rime"
"voidgate","Nald's Reflection"
"voidscale","Newvoid"
"voidsent discarnate","Camp Bronze Lake"
"voidskipper","Northeastern Ice Needles"
"voidsphere","Rhapsodies Quadrangle"
"Voidwalker","The Halo"
"volatile cerule bomb","Maw of Sansheya"
"volcanic ridgetrap","Larh Tortoh"
"volcanic scorpion","Matchlock Menagerie"
"Voll the Sharkskinned","Halfstone"
"Voluptuous Vivian","Fogfens"
"Volxia of the Blade","Moonspore Grove"
"voracious maw","The Lost City of Amdapor (Zone)"
"Vortexer","Machinery Bay 70;The Burden of the Son"
"votive candle","Coerthas Central Highlands"
"vuk'gaii Vundu","Ok' Vundu Vana;Ok' Vundu Mok"
"vuk'laii Gundu","The Sea of Clouds;Vundu Ok' Bendu"
"vuk'noii Gundu","Cloudtop"
"vuk'poii totem","The Gauntlet;Coldwind;The Blue Window;Ok' Vundu Vana;The Cromlech;Last Step;Cloudtop"
"vuk'poii Vundu","The Gauntlet;Coldwind;The Blue Window;Ok' Vundu Vana;The Cromlech;Last Step;Cloudtop"
"Vulpangue","Il Mheg"
"Vundu totem","The Cromlech"
"Vuokho","Outer La Noscea"
"vyraal","Snowcloak (Landmark)"
"wailing almasty","Cerulea Ingens"
"wailing yeti","Riversmeet"
"Wakizashi the Hunterling","Valley of the Fallen Rainbow"
"walking sapling","Flurry"
"walking tree","Windspath Gardens"
"wall crawler","The Sunken Temple of Qarn"
"wall of Bardam","The Dusk Trial"
"wamoura","The Lost City of Amdapor (Zone)"
"wamouracampa","The Lost City of Amdapor (Zone)"
"wanderer","The Searing Brand"
"wandering ceratoraptor","Pyariyoanaan Plain"
"wandering coyote","The Fields of Amber;Mount Biran Mines"
"wandering death machine","Regio Urbanissima"
"wandering eye","Hammerlea"
"wandering gritclaw","Pyariyoanaan Plain"
"wandering hydrozoan","The Caliban Gorge"
"wandering knocker","Nuvy's Leavings"
"wandering pisaca","The Perfumed Rise"
"wandering soul","Raincatcher Gully;Dragonhead"
"wandering starmite","The Perfumed Rise"
"wandering wisp","Bentbranch;Raincatcher Gully;Dragonhead;Whitebrim"
"wandering yeheheceyaa","Yawtanane Grasslands"
"Wandil","Snowcloak (Zone)"
"wanted goblin","Silent Arbor"
"warden's hound","The Isle of the Dead"
"warden's whip","The Thousand Maws of Toto-Rak"
"warg betrayer","The Stay"
"warm grenade","Iron Lake"
"warmonger","Garlemald"
"warmspring gasame","The Anemone Gardens"
"warped flesh","Pestilent Sands"
"Warren Warden","Quarterstone"
"warrior of Bardam","The Rebirth of Bardam the Brave"
"warspite","The Flagship"
"warthog","The Gensui Chain"
"Wasserspeier","Southwestern Ice Needles"
"watch wyvern","The Stone Vigil (Hard) (Zone)"
"water arcanum","The Answering Quarter"
"water familiar","Southwestern Ice Needles"
"water homunculus","Pools of Folly"
"water serpent","The Glittering Basin"
"water spirit","Canal Town"
"water sprite","Greentear;Jadeite Thick;Three-malm Bend;Upper Paths;Silent Arbor;Bronze Lake;Halfstone;Urth's Fount (Landmark);The Sea of Clouds;The Dravanian Forelands;The Dravanian Hinterlands;The Anemone Gardens;The Gensui Chain;The Sea of Blades;Canal Town;Nine Ivies;The Bramble Patch;Everschade;Rootslake;The Weeping Saint;Bentbranch"
"waterspout","Machinery Bay 70;The Burden of the Son"
"Waugyl","Monsterie"
"wave spume","The Whorleater"
"wavespine Sahagin","The Whorleater"
"wavetooth Sahagin","The Whorleater"
"weapons node","Core Override"
"webmaiden","The Queen's Room"
"weeper","The Chlorophosgrot"
"Weight of the World","Electrocution Gallery"
"well armadillo","The Jasper Walls"
"well huldu","The Jade Paths"
"well lizard","The Jasper Walls"
"well phoebad","The Jade Paths"
"Wellwick worm","Sagolii Desert"
"werewood","Voeburtenburg"
"wet rat","Empty Heart"
"wetland warg","The Forest of the Lost Shepherd"
"whale oil","Astrology and Astromancy Camera"
"wharf rat","Moraby Bay;Zephyr Drift;Summerford;The Grey Fleet"
"whelk ballista","Sahagin Landbase"
"Whilom grizzly","The Hundred Throes"
"whiptail","The Bright Cliff"
"whirling gaol","Saint Guenriol's Chapel"
"whispering wind sprite","Avalonia Fallen"
"white baboon","The Dairyu Chain"
"white bavarois","The Final Ease"
"white bear","Snowcloak (Zone)"
"white death","Dragonhead"
"white flame","The Audience Chamber"
"white gremlin","Northern Staging Point"
"White Joker","Central Shroud"
"white knight","The Vault (Zone)"
"white magestone","The Lost City of Amdapor (Zone)"
"Whitespark Hepugg Roh","Zahar'ak"
"wicked jester","Amdapor Keep (Hard) (Zone)"
"widowmaker","The Dewspun Bank"
"wild baboulas","The Orchard"
"wild bhujamga","The Shroud of the Samgha"
"wild boar","The Bramble Patch"
"wild chamrosh","The Perfumed Rise"
"wild chocobo","Chocobo Forest"
"wild dhara","Maw of Sansheya"
"wild dodo","Moraby Bay;Cedarwood;The Flock;The Gods' Grip"
"wild flying popoto","Yawtanane Grasslands"
"wild hog","Urth's Gift"
"wild hoglet","The Honey Yard;East Shroud"
"wild jackal","The Flock;The Gods' Grip;Quarterstone;Three-malm Bend;Alder Springs;Larkscall"
"wild morbol","Fogfens"
"wild morbol seedling","Fogfens"
"wild ram","Moraby Bay"
"wild saiga","Regio Domorum"
"wild swallow","The Norvrandt Slope"
"wild swine","The Citia Swamps"
"wilde wildebeest","The Makers' Quarter"
"wildfire sprite","Zanr'ak"
"will-o'-the-wisp","Bloodshore;Snakemolt"
"wind arcanum","The Answering Quarter"
"wind familiar","Southwestern Ice Needles"
"wind homunculus","Pools of Folly"
"wind spirit","The Knowable"
"wind sprite","Cedarwood;Bloodshore;The Honey Yard;Nine Ivies;Larkscall;Upper Paths;Dragonhead;The Sea of Clouds;The Churning Mists;The Glittering Basin;The Sea of Blades;Old Bozja;Southern Entrenchment;The Alermuc Climb;Windspath Gardens"
"Window wamoura","The Blue Window"
"wine back","The Clutch;Raincatcher Gully"
"wine crate","Raincatcher Gully"
"wingrat","Nine Ivies"
"winter nix","Whitebrim;North Silvertear"
"witchweed","Good Jenanna's Grace"
"withered belladonna","Telmatology (Hard);Silvology (Hard)"
"withered kaluk","The Study (Hard)"
"withered melia","Saint Mocianne's Arboretum"
"wivre","The Ja Tiika Heartland"
"wivre fodder","The Wanderer's Palace (Hard)"
"woad back","The Clutch;Raincatcher Gully"
"woken biast","Hammerlea"
"woken drake","Hammerlea"
"woken zonure","Mortal Irons"
"wolf poacher","Nine Ivies"
"wolverine","The Forest of the Lost Shepherd"
"wood eyes","Shadow Fault"
"wood golem","The Last Forest"
"wood raider","The K'mul Astropolis"
"woodbat","The Great Pyramid of Ux'ner"
"woodsman","Uyuypoga"
"woolback","Archeo Alexandria"
"wooly mossling","East End"
"wooly woodchuck","Heartbreak Holt"
"wooly yak","Twinpools;Quill's Trace"
"Woolywart Kupqu Kogi","Thornmarch"
"worker hawk","Saint Mocianne's Arboretum"
"Worm of the Well","Amh Araeng"
"worm stalker","The Blacklands"
"Wormwix Scribbletalk","Empty Heart"
"Worqor snowarbler","Ruin's Wrath"
"Worr the Whalefin","Sapsa Spawning Grounds"
"wounded aurochs","The Cookpot"
"wrathful gaja","Saltwind's Welcome"
"wrathful ogre","Whitebrim"
"wrecked sentry S5","The Thunderyards"
"writhing statue","Haukke Manor (Hard) (Zone)"
"wroth ghost","Freight Car"
"wrothful drake","The Rookery"
"wrothful golem","The Rookery"
"wrothful melia","The Rookery"
"Wulgaru","East Shroud"
"wyrmhound","Mudstop Watergush;Snowcloak (Landmark)"
"wyvern","Snowcloak (Landmark);Dragonhead;Hall of the Bestiarii"
"Xelphatol bravewing","Tapaxoli;The First Mountain"
"Xelphatol fatecaller","Tapaxoli"
"Xelphatol fogcaller","The First Mountain"
"Xelphatol skycaller","The First Mountain"
"Xelphatol strongbeak","Tapaxoli;The First Mountain"
"Xelphatol swiftbeak","Tapaxoli;The First Mountain"
"Xelphatol watchwolf","The First Mountain"
"Xelphatol whirltalon","Tapaxoli"
"Xelphatol windtalon","Tapaxoli;The First Mountain"
"Xexeu","Last Step"
"xurble","Heartbreak Holt"
"xzomit","The West Val River Bank"
"yabby","Loch Seld"
"Yafaemi spider","Peat Bogs;The Outer Circuit"
"Yak T'el squib","The Xobr'it Cinderfield"
"yakow","The Medial Circuit (Area)"
"yama-no-shiki","The Wreath of Snakes (Zone)"
"Yanxian tiger","The Gensui Chain"
"Yaquaru","Floor 70 (Palace of the Dead)"
"yarzon biter","The Gods' Grip"
"yarzon feeder","Hammerlea;Summerford;The Tam-Tara Deepcroft"
"yarzon lurker","Quarterstone;Hammerlea;Western Thanalan"
"ya-te-veo","Weathering;The Forest of the Lost Shepherd"
"yeheheceyaa","Eshceyaani Wilds"
"yellow bavarois","The Final Ease"
"yellow laver","Bronze Lake"
"yggdreant","Philomythes Notos"
"Yilan","Thavnair"
"yol","The Voiceless Muse"
